,BSE500,SI1900,SIBANK,SPBSBMIP,SI0200,SPBSCDIP,SI0400,SPBSENIP,SI0600,SPBSFIIP,SI0800,SPBSIDIP,SI1000,SI1200,SI1400,SIPOWE,SIREAL,SIBTEC,SPBSTLIP,SPBSUTIP
8-July-2011,7322.09,9101.45,12920.4,1938.1,13928.0,1483.14,6874.96,2357.07,4040.28,2536.81,6437.31,2331.99,6199.18,14963.75,9020.4,2622.84,2228.87,3739.45,1326.41,1920.32
11-July-2011,7272.45,9097.25,12741.27,1915.46,13848.05,1479.09,6909.23,2358.69,4061.35,2507.85,6431.42,2324.41,6091.9,14733.2,9032.31,2603.84,2172.29,3680.32,1307.41,1913.3
12-July-2011,7177.17,8892.94,12608.4,1883.87,13550.03,1453.05,6758.08,2351.88,4048.11,2478.09,6399.89,2279.77,5925.11,14456.41,8999.77,2579.5,2114.13,3591.76,1291.19,1896.97
13-July-2011,7255.42,9033.69,12746.35,1907.94,13683.34,1470.62,6874.87,2391.55,4067.43,2506.84,6480.45,2304.21,5922.33,14633.7,9152.46,2601.45,2149.83,3606.47,1314.56,1921.88
14-July-2011,7277.46,9047.06,12879.34,1921.75,13738.37,1473.55,6902.34,2388.57,4056.41,2535.07,6532.54,2317.43,5835.19,14735.26,9130.46,2596.17,2198.46,3570.11,1318.83,1913.91
15-July-2011,7261.52,8993.51,12846.94,1911.6,13739.69,1473.85,6886.48,2390.95,4039.31,2527.02,6518.25,2311.06,5856.64,14610.04,9121.12,2597.2,2186.65,3570.9,1307.54,1908.96
18-July-2011,7255.92,8900.28,12845.21,1919.36,13707.43,1473.39,6934.86,2380.28,4048.85,2533.73,6466.0,2303.58,5809.46,14679.81,9091.91,2608.27,2206.11,3549.64,1304.84,1911.43
19-July-2011,7300.96,8861.59,12936.31,1936.24,13690.08,1484.81,7033.07,2400.48,4072.91,2547.65,6504.31,2303.67,5877.25,14811.87,9173.17,2601.42,2230.91,3590.72,1319.48,1922.48
20-July-2011,7233.4,8735.33,12763.34,1919.38,13491.48,1472.03,6964.46,2386.31,4082.69,2515.47,6392.84,2273.38,5833.79,14678.47,9129.61,2556.34,2230.36,3561.95,1309.55,1907.02
21-July-2011,7197.53,8706.64,12638.08,1906.78,13479.11,1462.12,6811.26,2362.2,4082.3,2496.62,6341.48,2266.49,5841.85,14600.26,9058.29,2546.28,2198.46,3565.3,1303.68,1902.95
22-July-2011,7305.41,8859.46,12908.66,1933.75,13711.01,1476.52,6772.57,2393.07,4109.78,2544.56,6418.16,2302.22,5932.69,14762.11,9189.19,2569.85,2204.39,3638.62,1356.03,1927.51
25-July-2011,7359.61,8981.62,13014.02,1952.15,13879.4,1488.59,6792.79,2410.18,4076.97,2563.64,6496.28,2324.25,5934.4,14934.26,9244.0,2588.12,2223.21,3688.77,1441.08,1932.68
26-July-2011,7245.31,8789.78,12694.05,1932.05,13395.69,1465.69,6718.26,2377.67,4013.5,2504.08,6455.13,2270.23,5928.51,14743.93,9125.22,2539.41,2144.18,3665.34,1405.57,1912.79
27-July-2011,7223.3,8779.32,12562.56,1933.24,13146.22,1469.46,6816.1,2357.95,4024.75,2488.73,6454.88,2241.66,5913.87,14665.43,9052.6,2501.19,2123.16,3670.54,1422.99,1902.62
28-July-2011,7147.99,8740.89,12382.41,1902.05,13083.46,1463.85,6797.94,2314.86,4063.17,2449.39,6449.09,2222.14,5818.21,14302.67,8904.71,2482.31,2084.97,3624.84,1418.35,1883.6
29-July-2011,7111.31,8758.83,12447.83,1871.71,12995.81,1461.24,6755.67,2285.5,4093.12,2453.64,6420.74,2176.48,5835.44,14016.72,8799.49,2455.87,2041.4,3642.86,1440.92,1862.38
1-August-2011,7138.08,8827.92,12482.84,1853.31,13088.12,1466.58,6735.36,2296.71,4088.67,2462.03,6456.65,2193.92,5885.8,13841.22,8842.97,2461.2,2050.74,3672.48,1454.9,1876.08
2-August-2011,7062.27,8780.12,12268.95,1827.47,12933.05,1452.71,6678.05,2305.54,4040.05,2420.44,6467.13,2172.76,5797.69,13587.64,8873.05,2459.02,2007.93,3610.02,1421.11,1870.88
3-August-2011,7011.32,8653.03,12162.74,1826.76,12590.03,1443.13,6615.86,2295.06,4050.37,2399.96,6400.97,2131.32,5739.79,13627.91,8840.53,2457.65,1993.14,3577.32,1408.97,1873.66
4-August-2011,6934.19,8475.01,12034.8,1803.0,12479.46,1424.34,6575.81,2270.48,3976.7,2377.84,6312.52,2110.72,5682.06,13388.25,8766.23,2418.13,1950.05,3547.59,1402.63,1848.9
5-August-2011,6788.67,8312.71,11833.22,1758.39,12277.8,1395.95,6393.65,2232.38,3913.49,2337.14,6219.32,2065.37,5459.02,13061.95,8636.52,2343.36,1888.97,3427.51,1366.27,1803.61
8-August-2011,6676.02,8249.99,11711.81,1705.16,12164.86,1387.9,6372.31,2218.42,3882.15,2304.87,6174.63,2027.14,5222.41,12605.41,8587.1,2305.37,1804.76,3304.26,1340.99,1771.22
9-August-2011,6614.17,8289.89,11675.18,1674.37,12034.86,1395.53,6302.39,2192.62,3935.0,2304.17,6022.2,1996.45,5041.44,12261.21,8486.36,2283.2,1797.29,3213.73,1326.83,1748.83
10-August-2011,6724.16,8635.95,11953.78,1708.18,12310.64,1431.5,6466.8,2190.91,3916.48,2354.6,6085.94,2048.02,5163.08,12438.42,8470.65,2324.33,1850.87,3271.6,1331.4,1772.76
11-August-2011,6697.12,8593.52,11829.54,1705.63,12225.85,1422.55,6412.3,2190.22,3917.59,2343.99,6068.28,2036.66,5129.99,12422.46,8470.94,2312.36,1835.04,3243.58,1309.72,1768.61
12-August-2011,6629.5,8534.43,11636.74,1692.69,12166.03,1424.52,6389.83,2170.6,3908.32,2306.03,6048.27,2017.44,5004.7,12300.95,8417.15,2286.08,1807.78,3170.85,1286.98,1763.15
16-August-2011,6558.92,8461.22,11497.29,1664.47,12060.88,1405.63,6353.98,2152.02,3917.42,2266.29,5994.16,1988.56,5049.95,12060.39,8330.13,2262.84,1710.54,3192.17,1286.91,1729.09
17-August-2011,6561.37,8360.09,11370.49,1666.99,12132.35,1395.35,6390.32,2150.13,3971.64,2252.06,6021.92,1980.65,5162.52,12119.98,8336.97,2259.41,1662.3,3242.32,1287.02,1726.07
18-August-2011,6418.92,8245.65,10971.66,1625.7,12038.07,1375.03,6227.46,2116.93,3960.06,2176.71,5911.07,1954.55,4956.62,11812.57,8219.25,2224.7,1661.92,3140.24,1272.96,1693.92
19-August-2011,6311.34,8188.1,10763.34,1615.88,11535.57,1368.83,6123.13,2098.92,3898.69,2142.92,5835.07,1893.17,4738.11,11766.96,8155.3,2190.88,1674.74,3024.16,1245.49,1683.27
22-August-2011,6386.0,8299.08,10748.66,1645.74,11723.57,1385.31,6210.8,2160.39,3962.14,2148.83,5901.18,1927.02,4710.18,11991.23,8357.13,2235.49,1683.21,3031.4,1279.29,1701.46
23-August-2011,6443.11,8311.4,10835.44,1659.83,11921.42,1394.29,6302.86,2165.79,3968.4,2163.75,5903.94,1946.09,4895.56,12063.59,8369.56,2242.82,1685.82,3127.4,1303.53,1700.45
24-August-2011,6378.4,8119.78,10657.92,1638.79,11751.85,1376.2,6291.1,2156.58,3966.88,2135.66,5869.11,1924.65,4836.58,11791.26,8329.52,2221.73,1668.75,3090.61,1291.74,1685.48
25-August-2011,6323.83,8105.13,10508.25,1616.71,11669.03,1370.53,6211.44,2144.26,3974.11,2102.34,5888.74,1909.42,4736.63,11571.98,8288.82,2208.67,1676.13,3053.57,1310.7,1673.62
26-August-2011,6192.03,8048.87,10245.51,1568.71,11532.39,1349.26,6058.18,2071.39,3892.69,2054.12,5819.6,1876.09,4719.97,11145.02,8024.4,2158.33,1607.5,3024.99,1282.74,1631.75
29-August-2011,6391.64,8291.95,10665.21,1623.73,11999.52,1383.73,6222.5,2133.81,3962.23,2136.54,5873.54,1942.12,4958.9,11660.67,8257.17,2217.6,1678.74,3150.57,1309.03,1676.86
30-August-2011,6487.22,8396.16,10904.24,1671.69,12046.55,1402.63,6263.36,2164.51,3949.57,2184.69,5962.26,1957.2,5061.83,12097.1,8353.25,2232.64,1739.58,3204.57,1318.11,1682.37
2-September-2011,6538.08,8571.79,10949.68,1706.73,12029.31,1420.0,6400.34,2211.96,3995.92,2192.78,6029.88,1967.36,4995.67,12429.38,8533.91,2210.92,1769.64,3187.58,1335.21,1676.91
5-September-2011,6526.67,8682.94,10990.33,1707.02,12075.85,1437.75,6556.55,2169.64,3987.11,2194.4,5989.94,1975.27,4923.72,12452.14,8382.81,2201.71,1783.91,3153.66,1336.09,1677.23
6-September-2011,6571.47,8765.94,11049.07,1729.32,12207.86,1444.71,6532.25,2228.35,3982.79,2206.09,5980.1,1993.43,4980.77,12542.98,8615.83,2198.58,1747.43,3165.87,1313.48,1675.23
7-September-2011,6658.3,8794.82,11283.03,1763.36,12466.91,1455.53,6565.37,2253.35,3977.78,2248.19,6003.99,2035.99,4989.88,12796.32,8697.55,2251.94,1807.19,3181.48,1327.12,1706.7
8-September-2011,6688.68,8832.2,11364.97,1759.49,12576.73,1454.96,6696.16,2290.61,3966.98,2257.36,6048.79,2053.06,5065.96,12707.42,8821.44,2246.87,1813.38,3213.19,1323.76,1702.38
9-September-2011,6582.43,8753.78,11097.84,1705.93,12435.87,1444.55,6721.19,2237.83,3960.44,2217.64,5983.33,2024.22,4950.11,12306.02,8618.18,2205.84,1776.18,3153.93,1313.19,1673.09
12-September-2011,6443.1,8537.48,10756.24,1663.08,12170.76,1417.34,6490.42,2198.42,3953.29,2156.35,5956.69,1977.59,4788.48,11888.28,8478.21,2161.61,1720.54,3055.61,1275.58,1644.21
13-September-2011,6440.27,8480.67,10708.39,1671.42,12130.79,1417.1,6458.8,2207.8,3949.16,2147.76,5924.65,1968.25,4833.13,11911.49,8509.58,2164.59,1721.45,3067.92,1265.22,1644.49
14-September-2011,6510.47,8592.0,10864.69,1694.17,12086.93,1424.44,6474.75,2237.92,3995.2,2168.36,5948.05,1974.34,5039.74,12137.32,8630.69,2176.07,1723.45,3157.55,1259.76,1648.06
15-September-2011,6578.21,8733.52,11062.05,1710.21,12005.94,1438.37,6569.56,2258.25,3982.33,2204.88,5950.57,1986.59,5145.76,12195.25,8729.55,2183.13,1779.38,3217.28,1282.7,1664.65
16-September-2011,6596.34,8832.91,11127.53,1702.94,12049.71,1438.5,6612.4,2264.66,3933.69,2221.19,5986.4,2006.76,5101.7,12248.06,8748.63,2216.9,1801.79,3194.8,1274.33,1694.05
19-September-2011,6543.86,8862.73,10997.69,1692.73,11786.29,1437.77,6662.2,2243.48,3897.08,2198.12,5929.93,1985.85,5052.81,12111.44,8676.02,2191.35,1790.64,3173.35,1276.67,1685.56
20-September-2011,6656.77,8980.74,11252.14,1723.7,11818.89,1458.05,6844.82,2285.89,3939.67,2247.04,5995.32,2001.38,5216.16,12349.68,8844.2,2213.68,1822.67,3261.79,1295.86,1709.6
21-September-2011,6667.7,8899.32,11360.44,1727.31,11826.49,1459.92,6984.24,2266.45,3934.33,2260.31,6013.7,2012.24,5202.77,12317.65,8741.86,2223.14,1837.71,3258.78,1299.48,1712.31
22-September-2011,6419.49,8555.56,10907.93,1660.8,11373.67,1413.06,6745.8,2172.24,3825.46,2169.41,5883.85,1928.97,5001.95,11782.92,8375.44,2141.19,1733.42,3125.04,1231.81,1652.89
23-September-2011,6356.36,8419.51,10760.73,1633.87,11164.28,1403.42,6648.37,2140.6,3831.31,2136.51,5871.81,1894.66,4985.55,11513.8,8263.34,2138.09,1723.43,3122.6,1240.22,1648.46
26-September-2011,6293.39,8327.67,10738.86,1604.21,11009.11,1381.68,6319.43,2101.64,3782.44,2127.33,5846.81,1869.08,5006.37,11182.96,8134.31,2108.9,1708.47,3138.06,1251.05,1617.68
27-September-2011,6443.12,8553.08,11032.95,1633.53,11204.0,1409.96,6497.59,2177.24,3856.48,2183.06,5884.71,1912.07,5184.47,11469.66,8416.67,2155.83,1788.15,3232.93,1274.57,1645.8
28-September-2011,6404.19,8452.11,10895.26,1611.06,10969.86,1395.25,6384.08,2174.03,3892.23,2160.0,5909.99,1883.32,5232.46,11266.65,8425.25,2138.56,1794.0,3240.13,1250.02,1642.31
29-September-2011,6464.65,8650.52,11054.63,1616.49,10872.41,1408.04,6297.08,2199.12,3963.11,2188.77,5902.6,1885.95,5338.58,11298.59,8550.7,2159.79,1800.46,3283.01,1243.2,1655.92
30-September-2011,6385.76,8498.42,10850.73,1593.7,10742.97,1395.74,6361.41,2181.32,3910.39,2150.7,5867.8,1862.74,5275.23,10995.57,8494.45,2125.41,1762.96,3251.55,1239.51,1631.86
3-October-2011,6274.53,8465.42,10544.72,1540.87,10472.5,1379.98,6257.77,2161.3,3851.57,2102.08,5831.8,1812.19,5195.75,10555.54,8428.2,2092.74,1682.06,3215.87,1243.44,1621.28
4-October-2011,6177.55,8300.87,10219.03,1528.98,10532.57,1361.41,6177.89,2117.95,3800.05,2046.08,5767.47,1795.25,5153.79,10398.95,8281.76,2080.29,1668.97,3177.56,1214.21,1604.92
5-October-2011,6143.55,8290.4,9961.54,1516.61,10514.38,1358.25,6139.4,2109.64,3819.92,2012.27,5813.73,1787.2,5154.44,10352.78,8233.59,2071.49,1678.23,3171.45,1203.15,1601.45
7-October-2011,6281.88,8487.84,10347.84,1566.42,10822.72,1380.79,6346.03,2170.17,3900.22,2079.2,5844.89,1836.44,5241.28,10910.32,8451.03,2101.06,1735.97,3194.93,1170.35,1615.15
10-October-2011,6385.93,8679.54,10495.37,1588.92,10879.94,1401.74,6522.34,2229.06,3920.45,2114.03,5841.46,1861.22,5390.67,11113.0,8681.2,2142.12,1791.84,3279.9,1197.09,1644.54
11-October-2011,6394.14,8755.36,10509.82,1601.17,10961.35,1406.96,6598.23,2218.75,3904.89,2123.54,5870.55,1878.11,5245.09,11221.12,8632.55,2154.59,1791.11,3232.55,1228.37,1656.83
12-October-2011,6532.64,8894.42,10864.56,1636.79,11229.35,1426.94,6734.82,2256.95,3973.31,2179.9,5932.57,1916.72,5518.11,11477.23,8798.73,2184.21,1844.3,3356.41,1230.23,1665.99
13-October-2011,6511.65,8762.75,10977.59,1632.02,11094.7,1417.82,6694.72,2236.07,3948.78,2189.08,5876.41,1897.39,5553.83,11390.75,8725.82,2168.04,1851.79,3365.57,1216.88,1654.04
14-October-2011,6567.08,8849.37,11064.51,1634.69,11042.23,1421.63,6703.82,2265.5,3991.99,2204.81,5900.63,1900.05,5698.9,11327.03,8859.48,2168.58,1826.68,3453.43,1255.11,1653.38
17-October-2011,6552.5,8988.8,11130.93,1633.28,10891.46,1428.06,6804.5,2215.97,3999.43,2216.52,5892.62,1892.94,5670.47,11314.13,8656.95,2142.98,1836.17,3434.38,1244.97,1638.59
18-October-2011,6458.31,8840.31,10970.2,1604.67,10682.72,1411.79,6714.03,2192.83,3975.39,2188.53,5855.34,1860.79,5462.44,11119.57,8549.73,2127.89,1792.44,3327.7,1224.87,1635.21
19-October-2011,6568.95,9000.55,11265.66,1628.95,10898.31,1430.51,6770.13,2239.9,4016.84,2235.27,5945.2,1893.98,5534.89,11319.85,8743.78,2147.85,1846.15,3377.68,1253.56,1662.4
20-October-2011,6515.68,8865.49,11169.27,1621.07,10760.22,1415.56,6691.03,2223.83,3995.49,2202.27,5944.23,1869.99,5547.5,11252.97,8689.66,2118.99,1808.52,3386.87,1261.46,1645.8
21-October-2011,6461.12,8848.17,11094.31,1603.35,10558.41,1409.29,6705.95,2214.88,3966.4,2183.07,5928.13,1841.27,5525.64,11100.19,8649.77,2108.34,1772.54,3356.94,1228.73,1633.56
24-October-2011,6497.97,9012.33,11052.42,1610.31,10370.83,1420.77,6767.9,2244.3,4020.44,2178.28,5951.93,1833.01,5631.26,11142.26,8792.15,2120.42,1791.39,3411.24,1242.69,1649.66
25-October-2011,6583.83,9277.76,10919.4,1638.34,10564.29,1442.02,6568.77,2292.82,4077.28,2181.67,6032.07,1857.51,5781.26,11357.73,8987.41,2146.44,1815.41,3486.08,1257.65,1670.77
26-October-2011,6614.04,9304.03,10963.63,1648.24,10655.73,1451.29,6621.72,2294.63,4101.22,2190.3,6081.25,1875.46,5752.27,11418.82,8984.46,2159.3,1825.28,3482.44,1271.04,1683.21
28-October-2011,6782.19,9571.12,11372.49,1727.06,11035.54,1471.64,6633.37,2349.74,4153.36,2265.38,6170.56,1943.04,5830.27,12142.72,9179.21,2217.11,1922.79,3521.6,1273.05,1715.93
31-October-2011,6763.26,9477.19,11454.03,1700.67,10969.24,1472.68,6594.87,2302.75,4196.59,2277.5,6136.23,1929.12,5828.26,11904.1,8987.52,2205.11,1919.68,3525.25,1275.12,1710.93
1-November-2011,6695.18,9289.34,11277.95,1678.76,10848.82,1456.32,6553.26,2275.96,4171.17,2251.27,6111.14,1904.8,5776.77,11723.16,8889.87,2185.16,1883.8,3501.89,1280.53,1695.97
2-November-2011,6693.54,9248.68,11238.24,1679.1,10815.89,1455.09,6548.84,2292.46,4181.03,2247.09,6137.74,1895.78,5773.48,11692.8,8957.57,2184.21,1880.12,3490.34,1259.54,1696.68
3-November-2011,6706.1,9212.36,11232.57,1680.03,10889.93,1459.56,6510.57,2312.07,4173.08,2248.34,6137.53,1898.26,5731.51,11651.98,9054.65,2219.99,1909.32,3489.84,1286.01,1715.55
4-November-2011,6742.08,9248.17,11302.24,1705.45,11002.58,1468.43,6523.49,2305.53,4183.85,2260.43,6170.2,1911.26,5762.2,11843.23,9026.16,2227.74,1924.61,3514.3,1301.07,1715.81
8-November-2011,6742.52,9240.42,11317.93,1705.46,11019.34,1462.66,6584.51,2311.48,4183.21,2260.79,6139.04,1915.38,5769.14,11834.38,9044.09,2232.03,1898.03,3515.09,1301.79,1715.25
9-November-2011,6655.75,9081.54,11020.96,1672.04,10862.49,1439.48,6490.12,2261.65,4231.98,2215.44,6036.16,1889.68,5793.17,11538.79,8841.01,2196.71,1851.05,3515.61,1288.99,1688.23
11-November-2011,6585.87,9138.1,10686.97,1644.21,10610.96,1436.65,6388.09,2279.46,4234.61,2159.76,6046.84,1851.1,5744.13,11270.38,8910.59,2175.03,1809.53,3491.31,1289.32,1675.45
14-November-2011,6538.17,8956.61,10651.42,1615.87,10499.92,1410.98,6256.72,2254.84,4220.97,2148.8,6074.07,1827.64,5783.1,11027.14,8829.15,2134.54,1763.29,3517.75,1311.95,1653.68
15-November-2011,6418.25,8808.55,10436.22,1585.55,10208.81,1372.63,6137.44,2222.48,4173.8,2102.83,6041.13,1777.24,5748.92,10824.37,8699.88,2088.8,1671.28,3487.23,1289.52,1619.97
16-November-2011,6368.99,8798.44,10402.63,1582.07,9812.87,1369.87,6171.76,2198.95,4194.95,2092.31,5990.63,1728.28,5696.14,10840.21,8589.61,2046.71,1673.22,3465.69,1295.37,1597.79
17-November-2011,6253.96,8641.88,10250.3,1550.73,9598.0,1349.58,6075.07,2124.75,4132.58,2057.9,5907.11,1685.7,5653.81,10571.16,8298.32,1988.09,1633.1,3433.14,1274.94,1567.41
18-November-2011,6214.08,8538.32,10161.29,1533.66,9551.01,1342.37,6076.09,2123.59,4075.02,2046.61,5918.53,1668.04,5614.13,10433.49,8298.89,1966.44,1607.07,3418.76,1276.62,1552.77
21-November-2011,6068.66,8309.61,9831.83,1488.65,9336.4,1310.4,5915.76,2069.63,4041.57,1987.72,5855.25,1626.18,5478.33,10072.39,8079.88,1912.86,1558.23,3337.08,1249.39,1521.94
22-November-2011,6101.74,8399.2,9886.23,1503.29,9362.99,1308.95,5728.89,2090.2,3986.57,2003.12,5912.42,1644.16,5585.4,10227.92,8151.59,1907.69,1563.52,3372.52,1227.03,1516.71
23-November-2011,5972.48,8269.57,9649.3,1474.22,9078.67,1291.27,5756.74,2038.04,3925.27,1956.95,5854.69,1596.37,5446.73,10023.7,7955.45,1866.6,1538.2,3283.19,1184.95,1495.14
24-November-2011,6039.99,8471.77,9742.5,1478.19,9288.6,1313.39,5744.61,2052.98,3928.3,1974.82,5952.92,1627.64,5517.25,10040.41,8030.01,1886.98,1558.74,3340.41,1219.34,1515.05
25-November-2011,6008.93,8362.86,9768.7,1461.28,9533.52,1312.16,5777.9,2025.84,3899.57,1970.17,5932.02,1650.29,5403.55,9874.97,7899.64,1894.01,1579.3,3286.11,1212.12,1505.88
28-November-2011,6165.48,8470.51,10104.09,1517.54,9724.43,1326.24,5842.81,2098.37,3975.18,2042.02,6023.09,1686.5,5504.66,10355.71,8172.16,1942.13,1623.35,3358.95,1254.17,1535.71
29-November-2011,6105.72,8492.55,9911.1,1496.83,9685.17,1325.06,5761.57,2060.36,3993.09,2007.32,6042.23,1673.89,5463.9,10218.42,8022.19,1924.63,1585.65,3321.15,1215.62,1521.49
30-November-2011,6117.0,8434.28,9850.43,1492.95,9667.9,1317.62,5644.19,2093.39,4040.82,1997.85,6055.41,1658.09,5499.09,10224.51,8152.63,1936.39,1571.16,3352.8,1248.09,1534.84
1-December-2011,6224.6,8636.93,10217.2,1540.17,9757.85,1335.92,5789.62,2126.49,4064.74,2060.57,6036.32,1684.82,5598.11,10648.03,8282.52,1952.62,1626.74,3386.97,1226.96,1554.42
2-December-2011,6357.37,8819.88,10550.45,1578.04,9933.46,1356.1,5883.24,2159.86,4111.2,2120.03,6124.78,1723.65,5726.93,10913.57,8410.57,2011.99,1656.91,3469.61,1263.76,1593.13
5-December-2011,6351.7,8823.74,10552.04,1568.82,10009.84,1352.31,5838.9,2156.23,4083.66,2119.5,6100.06,1733.31,5727.11,10815.7,8399.53,2029.37,1648.56,3471.82,1266.03,1597.83
7-December-2011,6369.78,8863.82,10552.51,1576.56,10088.26,1358.42,5798.32,2161.3,4112.64,2126.59,6006.77,1740.7,5808.75,10841.7,8440.66,2021.09,1661.18,3488.03,1229.71,1591.9
8-December-2011,6236.09,8719.07,10266.84,1541.93,9644.1,1333.66,5708.18,2095.11,4038.44,2075.92,5984.72,1686.9,5782.01,10500.33,8188.78,1960.14,1598.04,3451.62,1192.48,1553.17
9-December-2011,6151.79,8521.71,10157.05,1525.95,9394.87,1313.67,5704.59,2054.64,3989.17,2049.21,5958.72,1650.04,5733.49,10420.3,8021.95,1924.94,1577.13,3413.38,1170.25,1536.42
12-December-2011,6024.15,8304.42,9854.61,1471.98,9165.47,1282.79,5588.89,1992.82,3963.5,1993.13,5908.03,1611.64,5787.82,9988.72,7797.21,1874.47,1535.07,3404.08,1119.92,1499.61
13-December-2011,6050.54,8390.7,9863.6,1485.04,9094.89,1288.22,5476.39,2017.01,3991.38,1995.63,5929.37,1605.34,5816.13,10188.98,7890.14,1891.76,1542.44,3423.22,1131.13,1510.94
14-December-2011,5998.32,8270.28,9824.49,1463.65,8982.7,1272.12,5397.59,1999.44,4000.71,1977.08,5891.25,1587.69,5803.11,9969.35,7817.97,1852.15,1505.13,3421.38,1136.61,1477.53
15-December-2011,5974.13,8168.23,9728.21,1452.03,8811.57,1261.25,5310.32,2014.84,4025.14,1967.97,5894.13,1561.49,5770.17,9940.59,7853.89,1862.59,1497.38,3389.45,1107.43,1491.86
16-December-2011,5855.86,8106.88,9420.85,1422.66,8427.17,1241.93,5226.36,1961.57,3961.27,1914.85,5873.19,1516.07,5712.42,9682.99,7676.21,1811.14,1447.43,3355.57,1098.91,1467.89
19-December-2011,5787.7,8124.6,9130.56,1405.68,8133.69,1223.84,5189.76,1981.01,3985.54,1863.65,5822.22,1485.17,5657.79,9609.07,7750.2,1782.13,1405.53,3325.57,1093.51,1455.33
20-December-2011,5694.35,7926.23,8975.01,1362.38,7848.99,1202.54,5083.81,1947.89,4000.26,1836.81,5778.32,1440.79,5610.16,9275.13,7641.08,1735.96,1367.39,3282.78,1057.0,1425.54
21-December-2011,5845.99,8128.8,9416.41,1396.02,8013.04,1228.92,5292.28,2016.27,4037.36,1913.78,5841.0,1464.11,5749.45,9521.2,7925.49,1780.48,1385.68,3376.11,1110.29,1459.57
22-December-2011,5900.03,8262.62,9629.89,1407.4,8105.96,1242.5,5390.0,2035.87,4084.63,1946.16,5878.8,1487.13,5680.19,9571.6,8010.58,1815.56,1426.0,3339.0,1095.87,1483.63
23-December-2011,5877.83,8281.47,9529.86,1406.87,8159.49,1242.8,5328.28,2016.2,4088.18,1928.99,5858.37,1493.92,5675.98,9531.62,7926.15,1813.06,1427.68,3327.31,1077.88,1470.64
26-December-2011,5946.14,8356.77,9610.03,1424.31,8269.1,1255.66,5396.01,2042.52,4119.14,1945.36,5856.12,1509.85,5811.75,9663.77,8026.14,1831.15,1450.45,3414.22,1121.16,1483.98
27-December-2011,5908.85,8299.87,9492.2,1413.96,8247.42,1251.18,5404.0,2025.67,4115.2,1926.99,5837.26,1499.65,5782.48,9530.35,7977.63,1811.46,1425.45,3398.39,1117.71,1471.05
28-December-2011,5851.48,8209.06,9303.93,1387.25,8273.55,1236.44,5354.78,1993.37,4075.17,1894.49,5833.07,1495.6,5778.41,9334.61,7847.96,1825.52,1414.44,3395.32,1118.46,1475.64
29-December-2011,5797.68,8170.36,9220.92,1382.06,8075.91,1232.28,5284.47,1947.08,4047.11,1877.44,5844.32,1474.33,5730.63,9356.54,7641.96,1799.33,1391.01,3365.8,1105.68,1461.68
30-December-2011,5778.68,8143.65,9153.39,1374.21,8067.63,1229.5,5284.33,1920.7,4035.31,1864.69,5870.52,1470.07,5751.93,9293.17,7529.27,1795.95,1375.65,3380.25,1113.51,1455.34
2-January-2012,5785.83,8045.9,9178.05,1374.04,8102.46,1213.74,5355.53,1950.06,3982.64,1868.1,5861.14,1476.15,5822.49,9352.37,7627.64,1788.01,1370.23,3416.6,1123.73,1452.98
3-January-2012,5942.39,8200.98,9576.99,1422.23,8458.64,1233.91,5446.74,1994.33,4025.73,1939.13,5947.3,1533.21,5954.12,9825.01,7775.78,1843.58,1428.9,3501.14,1161.27,1488.49
4-January-2012,5934.43,8102.04,9643.49,1421.24,8551.33,1216.36,5410.11,1985.05,4004.72,1946.22,5974.35,1547.79,5924.92,9886.78,7738.21,1853.96,1424.25,3470.25,1132.88,1489.36
5-January-2012,5934.77,8200.13,9688.31,1420.3,8632.74,1222.73,5411.82,1954.17,3997.4,1962.19,5967.55,1556.7,5899.98,9813.5,7608.11,1850.52,1400.8,3454.58,1125.9,1479.46
6-January-2012,5934.4,8174.39,9736.04,1416.74,8546.71,1219.66,5379.17,1971.36,4032.07,1965.45,5971.04,1548.36,5878.21,9775.19,7688.49,1837.73,1388.61,3427.78,1097.94,1475.97
7-January-2012,5942.19,8172.71,9704.22,1416.74,8569.35,1219.66,5407.87,1971.36,4023.31,1965.45,5983.63,1548.36,5887.62,9792.51,7681.17,1842.11,1398.6,3433.46,1097.94,1475.97
9-January-2012,5947.54,8134.43,9719.29,1428.69,8683.4,1225.74,5450.0,1955.53,4009.62,1964.26,6034.8,1566.23,5881.8,9793.12,7626.55,1871.06,1419.34,3417.43,1077.75,1491.42
10-January-2012,6080.88,8370.95,10027.62,1466.03,8992.61,1255.49,5569.21,2011.5,4059.87,2024.04,6095.36,1616.86,5916.47,10082.72,7835.49,1916.12,1478.98,3450.55,1106.94,1517.26
11-January-2012,6110.26,8393.52,10140.36,1482.26,9059.21,1266.41,5608.6,2034.07,4032.3,2043.21,6125.0,1636.46,5832.2,10310.39,7915.33,1928.86,1547.59,3408.69,1097.52,1528.07
